Video_ID,Title,Channel_Name,Views,Likes,Comments,Age_In_Days,Engagement_Rate_%,Views_Per_Day,Video_URL,Description_Length
QGvMk1ugiu0,BETER BÖCÜK AND HELLO NEIHGBOR IN REAL LIFE 😱👻❤️ #shorts,BETER BÖCÜK,1346019,3800,61,306,0.2868,4398.75,https://www.youtube.com/watch?v=QGvMk1ugiu0,0
5_-NxCvz6mc,🥳 12 मिनट में Short Viral 💥 | short video viral tips and tricks | how to viral short video,Tech Aakash Help,425972,17000,4257,128,4.9902,3327.91,https://www.youtube.com/watch?v=5_-NxCvz6mc,3463
jSQ6Mru88y4,I BLEW UP a YouTube Channel in 7 Days to Prove it's NOT Luck,Jack Craig,1836201,64000,4059,461,3.7065,3983.08,https://www.youtube.com/watch?v=jSQ6Mru88y4,602
PIT1PfZvXjY,Aali ka gift 🎁 shanu naraz ho gya 😱 #trending #funny #shorts #vlog #youtubeshorts,Abdullah Tariq Khan,13332121,31000,0,442,0.2325,30163.17,https://www.youtube.com/watch?v=PIT1PfZvXjY,0
qJssYisa14k,SUBSCRIBERS की बारिश 😱 Shorts का New Channel बनाकर Grow करना है तो ये Trick लगाओ || 2 दिन मे VIRAL,Spreading Gyan,682954,18000,2913,146,3.0621,4677.77,https://www.youtube.com/watch?v=qJssYisa14k,3291
BjA995dP_60,Meatball | Award-Winning Comedy Short Film (4k),Alexandra Robinson,290062,12000,745,56,4.3939,5179.68,https://www.youtube.com/watch?v=BjA995dP_60,789
_yuLAFQuDcI,"1,000 Secrets I *LEARNED* on YouTube Shorts!",MoreAliA Top Videos,521975,2400,199,75,0.4979,6959.67,https://www.youtube.com/watch?v=_yuLAFQuDcI,1255
cSqBzblCidI,Ice cream prank with Mama 🍦Tom&Jerry #shorts,Arika's World,1919497,2400,24,188,0.1263,10210.09,https://www.youtube.com/watch?v=cSqBzblCidI,103
wbxms2ElnBA,Ek tuition wali didi aisi bhi 👩‍🏫😂 #shorts #sejalgabashorts #tuition,Sejal Gaba,2725173,8800,225,171,0.3312,15936.68,https://www.youtube.com/watch?v=wbxms2ElnBA,31
9sKymTsMu5k,17 मिनट में Shorts Viral किया 🔥 | New Trick से 3 दिन में 10M Views पूरा 📈 | Shorts viral Kaise Kare,Mr Tech Saurabh,86574,3300,796,91,4.7312,951.36,https://www.youtube.com/watch?v=9sKymTsMu5k,4144
LOfjpVn--5E,🤫14 Sec. में Short Viral 🔥| shorts video viral tips and tricks | how to viral short video on youtube,Abhi Rathore,2145313,65000,17254,239,3.8341,8976.21,https://www.youtube.com/watch?v=LOfjpVn--5E,610
2KzDSEQb2aM,😲 OMG 🐛 The Kitten is in Big Trouble 🥺 Little Kitten’s Unbelievable Bug Story,Meowia,88976543,52000,987,147,0.0596,605282.61,https://www.youtube.com/watch?v=2KzDSEQb2aM,1814
95J7ZvDB2PQ,Father & Daughter go swimming in summer❗️Mattress under The Swimming Pool 😱 by Su Hao #shorts,Su Hao,779592,1500,21,193,0.1951,4039.34,https://www.youtube.com/watch?v=95J7ZvDB2PQ,239
k_mk2hiTD0I,NEW TIKTOK VIDEOS FROM BETER BÖCÜK 👀❤️🎶 #shorts,BETER BÖCÜK,13630,127,15,167,1.0418,81.62,https://www.youtube.com/watch?v=k_mk2hiTD0I,0
Fgo8XJi9tt8,Scary Teacher 3D vs Squid Game Wheel Saw Hammer Honeycomb Candy Shapes Level Max 5 Times Challenge,Scary Teacher Family short,127156155,297000,2076,796,0.2352,159743.91,https://www.youtube.com/watch?v=Fgo8XJi9tt8,750
_s0-yQ73s7Q,🤫 9 Sec. में Short VIRAL🔥 | How To Viral Short Video On Youtube | Shorts Viral Kaise Kare,Tech Aakash Help,111839,4200,1551,141,5.1422,793.18,https://www.youtube.com/watch?v=_s0-yQ73s7Q,3197
R_TvkQhYWTA,LiDiRo reagiert auf Shorts #503 #lidiro #shorts,LiDiRo Reagiert,113905,1400,43,67,1.2668,1700.07,https://www.youtube.com/watch?v=R_TvkQhYWTA,696
bvyzBIbCVN8,Shorts डालते ही VIRAL🔥⤴️| shorts video viral tips and tricks | how to viral short video on youtube,Abhi Rathore,81277,2800,833,72,4.4699,1128.85,https://www.youtube.com/watch?v=bvyzBIbCVN8,608
leJdQVVx5l0,Dumbest Brainrot Youtube Shorts Comments,Wackawackamunv2,374388,11000,1516,80,3.3431,4679.85,https://www.youtube.com/watch?v=leJdQVVx5l0,329
XPExDLNGysk,School Vs College 🤩 || Allari Aarathi || #comedy #shorts #trendingshorts #schoollife,Allari Aarathi,3368305,13000,638,299,0.4049,11265.23,https://www.youtube.com/watch?v=XPExDLNGysk,2188
jqpGtffk7fM,Mera teddy bear le liya 😂 #funnyvideo #comedyvideo #sukhasankastar #shortvideo #viralvideo #shorts,Real Parwej,4214638,3200,51,105,0.0771,40139.41,https://www.youtube.com/watch?v=jqpGtffk7fM,4872
JnnQ2-0edBs,YouTube Shorts vs Long Videos – Which Makes More Money in 2026?,Technical Yogi,13452,733,135,26,6.4526,517.38,https://www.youtube.com/watch?v=JnnQ2-0edBs,1408
CNE0neya59o,EDDIE MORA Best Funny Shorts 2026! Try Not to Laugh with RYAN HD LOMBARD P4,Comedy United,600018,3600,146,14,0.6243,42858.43,https://www.youtube.com/watch?v=CNE0neya59o,2374
yimxzQqu_6g,How I Edit YouTube Shorts That Get Millions of Views,Ollex,123607,7300,512,154,6.32,802.64,https://www.youtube.com/watch?v=yimxzQqu_6g,761
5ctvDMRse9g,Worst Indian YouTube Shorts,Slayy Point,17213047,522000,11445,980,3.0991,17564.33,https://www.youtube.com/watch?v=5ctvDMRse9g,860
kh0rVvfsQOk,Monkey Baby Bon Bon Goes Fishing and Swims with Ducklings in the Pool,Animal HT,58326695,190000,0,854,0.3258,68298.24,https://www.youtube.com/watch?v=kh0rVvfsQOk,134
P8DGhbvVZEQ,🤑दूसरों के #Shorts से ( 8 लाख कमाया)💵 copy paste video on youtube and earn money | new channel idea,Arvind zone,68374,1900,823,46,3.9825,1486.39,https://www.youtube.com/watch?v=P8DGhbvVZEQ,2957
3kST_PNAKgw,*1 Hour* Funny Shorts Sotey.yon | Best of Sotey.yon 2024 | Shorts Comps,Shorts Comps,4003077,27000,1952,559,0.7232,7161.14,https://www.youtube.com/watch?v=3kST_PNAKgw,211
k_GGiWNAmRY,Netflix and Chills | Short Horror Film,ACMofficial,383154,5100,670,146,1.5059,2624.34,https://www.youtube.com/watch?v=k_GGiWNAmRY,652
AZjPi5INS6E,Martin Short's Daughter Katherine Dead at 42,Entertainment Tonight,518218,3900,1032,22,0.9517,23555.36,https://www.youtube.com/watch?v=AZjPi5INS6E,228
YSKstSLx3tk,*3 HOURS* Mark Adams BEST SHORTS OF 2023 | Funny Marrkadams,Yeap!,11854330,58000,3334,855,0.5174,13864.71,https://www.youtube.com/watch?v=YSKstSLx3tk,325
kH3Jv8Lzr0o,*NEWEST* MARRK ADAMS Shorts Compilation #16 | Funny Mark Adams TikToks,Yeap!,6259832,35000,2270,522,0.5954,11992.02,https://www.youtube.com/watch?v=kH3Jv8Lzr0o,362
6W6dzchevrk,Try Not To Laugh: Eddie Mora vs Mark Adams Shorts 2026 PT.1,LAUGH OUT LOUD,2476980,13000,1009,75,0.5656,33026.4,https://www.youtube.com/watch?v=6W6dzchevrk,2010
8oUnM3w-U4k,Try Not to Laugh! Mark Adams vs Eddie Mora Funny Shorts 2026! 1,New TikTok,2698801,13000,802,69,0.5114,39113.06,https://www.youtube.com/watch?v=8oUnM3w-U4k,2537
YzZUcZjlUE4,20’s Moms vs 90's Moms 😂🤪 || #allariaarathi #funny #trendingvideo #trending,Allari Aarathi,4933966,19000,509,270,0.3954,18273.95,https://www.youtube.com/watch?v=YzZUcZjlUE4,2186
-dGWxox788A,😲Short डालते ही 501% Viral 📈| How to viral short video | Short video viral tips and tricks,Yt Aman Tech,60111,3200,3157,18,10.5754,3339.5,https://www.youtube.com/watch?v=-dGWxox788A,4854
LLlV8q6iWq4,Dad vs Timmy! Try Not to Laugh EDDIE MORA Funny Shorts! P2,Comedy United,561391,4000,177,19,0.744,29546.89,https://www.youtube.com/watch?v=LLlV8q6iWq4,2444
_ss3ClwSy2Y,Long Slide Game With Cow Elephant Gorilla Hippopotamus Tiger - 3d Animal Game - Funny 3d Animals,Animals 3D,11771019,44000,1897,127,0.3899,92685.19,https://www.youtube.com/watch?v=_ss3ClwSy2Y,138
8qQMPCGIGvU,BEST funniest 🤣videos compilation by🥰 krishnaavyu ♥️,𝐊𝐫𝐢𝐬𝐡𝐧𝐚𝐀𝐯𝐲𝐮 𝐄𝐧𝐭𝐞𝐫𝐭𝐚𝐢𝐧𝐦𝐞𝐧𝐭,5968917,11000,108,234,0.1861,25508.19,https://www.youtube.com/watch?v=8qQMPCGIGvU,39
3NHftLP8hcg,LiDiRo reagiert auf Shorts #519 #lidiro #shorts,LiDiRo Reagiert,72019,1500,48,51,2.1494,1412.14,https://www.youtube.com/watch?v=3NHftLP8hcg,685
thK2ge6PPgI,Rich Squid Game Toy & Poor Car - Homeless & Rich Kids 😀👧🏻🤪 Su Hao Linh Nhi #shorts By LNS vs SH,Su Hao,7268433,18000,124,1182,0.2494,6149.27,https://www.youtube.com/watch?v=thK2ge6PPgI,0
WXuVvtxtuv0,👉ऐसा USA Shorts YouTube चैनल बनाओ Video डालते ही होगा VIRAL | New USA Channel Ideas | Spreading Gyan,Spreading Gyan,359563,13000,1266,7,3.9676,51366.14,https://www.youtube.com/watch?v=WXuVvtxtuv0,3807
xIwlzNrBPDQ,Ek tuition wali didi aisi bhi 👩‍🏫😂 #shorts #ytvideo #sejalgabavideo #tuition,Sejal Gaba,12787260,35000,476,396,0.2774,32291.06,https://www.youtube.com/watch?v=xIwlzNrBPDQ,32
z9BZL4P-G6U,Devanshi ki new top video😲❤️ #shorts #ytshorts #foryou #trending #viralvideo,Nkcomedystar01,382785,678,46,18,0.1891,21265.83,https://www.youtube.com/watch?v=z9BZL4P-G6U,437
PkSONU3qkrM,🥳 16 मिनट में Short Viral 💥 | short video viral tips and tricks | how to viral short video,Tech Aakash Help,68550,2400,798,115,4.6652,596.09,https://www.youtube.com/watch?v=PkSONU3qkrM,3477
58muUEOqfCo,Struggle Of Being The “ AVERAGE “ Sibling❤️‍🩹 | Raj Grover | #shorts,Raj Grover,4278440,90000,3954,172,2.196,24874.65,https://www.youtube.com/watch?v=58muUEOqfCo,136
wcYVLS0E1GE,The Shorts 1983  Comment Ca Va,Riekus1,8864793,45000,59,6728,0.5083,1317.6,https://www.youtube.com/watch?v=wcYVLS0E1GE&list=RDwcYVLS0E1GE&start_radio=1,29
5Vsg1_9Ff6I,*2 HOURS* The Best MARRK ADAMS Shorts Compilation #10 | Mark Adams  TikToks,Yeap!,6198556,34000,1537,571,0.5733,10855.61,https://www.youtube.com/watch?v=5Vsg1_9Ff6I,362
TRJRgpPXVKw,New funny 3D effect animation short videos of Ifraz 😂🥳#youtubeshorts #funny #shorts,CamView With IFRAZ,5239532,19000,129,830,0.3651,6312.69,https://www.youtube.com/watch?v=TRJRgpPXVKw,37
goNRAtKFfzY,తొలి ప్రేమ ❤️ | The painful Love Story 💔| Part-155 #emotional #love #truelove #family #shorts,Wondering Minds,202795,9000,152,52,4.5129,3899.9,https://www.youtube.com/watch?v=goNRAtKFfzY,1108
VZSOeAbIXco,Try Not To Laugh Watching Sotey Yon Shorts Compilation | Sotey Yon *CRAZY CRUSH* Shorts 2025,Funny Smile,3135424,18000,1852,333,0.6332,9415.69,https://www.youtube.com/watch?v=VZSOeAbIXco,354
YY71mcopces,Shanu kay ghar kuku 🐓 aa gye 😱 #funny #comedy #youtubeshorts #youtubeshorts #shorts #vlog,Abdullah Tariq Khan,11883396,19000,309,199,0.1625,59715.56,https://www.youtube.com/watch?v=YY71mcopces,0
S17yfjjVc7s,Kumpulan video shorts kocak dan gokil @Ryncesryana part 106.,Ryncesryana,575845,532,21,128,0.096,4498.79,https://www.youtube.com/watch?v=S17yfjjVc7s,0
eakW_OTQxIA,Try Not to Laugh Watching the Most Viewed RYAN HD LOMBARD Teachers vs Students Funny School Shorts 1,Comedy United,1720115,20000,442,209,1.1884,8230.22,https://www.youtube.com/watch?v=eakW_OTQxIA,1110
d_ZAd3rLJ_Y,Arrange Marriage || A Short Film By Entertaining Tuber,Entertaaining Tuber,3226467,18000,1746,71,0.612,45443.2,https://www.youtube.com/watch?v=d_ZAd3rLJ_Y,733
I11Y62Q-V4k,Shanu nay diya baba ko dhoka 😱 #funny #comedy #youtubeshorts #shorts #vlog g,Abdullah Tariq Khan,1430504,2600,29,170,0.1838,8414.73,https://www.youtube.com/watch?v=I11Y62Q-V4k,0
p2NsyJTGQGk,Different types🖊️😂  Shorts Collection | Velujazz,Velujazz official,2868495,9000,103,305,0.3173,9404.9,https://www.youtube.com/watch?v=p2NsyJTGQGk,111
g4o2S70hF2A,🤫 9 Sec. में Short Viral ✅| How To Viral Short Video On Youtube | Shorts Video Viral tips and tricks,tech sujeet,4140147,207000,58490,364,6.4126,11374.03,https://www.youtube.com/watch?v=g4o2S70hF2A,3062
ItZ_DQhuVqs,Karihaiya Dole #Goldi Yadav #Kajal Tripathi | करिहईया डोले #song #bhojpuri #shorts #video #shorts,Worldwide Records Bhojpuri,670295,1600,46,306,0.2456,2190.51,https://www.youtube.com/watch?v=ItZ_DQhuVqs&list=RDItZ_DQhuVqs&start_radio=1,1014
MyMl6YjmTBU,Adhura Ae Raja #Sapna Chauhan #Goldi Yadav | अधुरा ए राजा #bhojpurisong #shorts #video 2026,Worldwide Records Bhojpuri,36521,829,20,1,2.3247,36521.0,https://www.youtube.com/watch?v=MyMl6YjmTBU&list=RDMyMl6YjmTBU&start_radio=1,1651
hZoKXnSvR20,Love Between Lines || Varsha Dsouza || Latest Telugu Short Films || Infinitum Media,Varsha Dsouza,105502,3100,72,2,3.0066,52751.0,https://www.youtube.com/watch?v=hZoKXnSvR20,504
DJWrAUzGDoE,LiDiRo reagiert auf Shorts #457 #lidiro #shorts,LiDiRo Reagiert,77252,1000,60,119,1.3721,649.18,https://www.youtube.com/watch?v=DJWrAUzGDoE,625
XXMqAsfybO0,REACTING TO MY 6 YEAR OLD DAUGHTER'S VIRAL YOUTUBE SHORTS,The Rush Fam,400898,4000,253,144,1.0609,2784.01,https://www.youtube.com/watch?v=XXMqAsfybO0,537
2k7r0CR8vKM,NEW😱👻❤️BETER BÖCÜK NEW VİDEO #shorts TikTok,BETER BÖCÜK,10376463,44000,236,1057,0.4263,9816.9,https://www.youtube.com/watch?v=2k7r0CR8vKM,0
klDRTZAZG10,Kaali Mata🌟🛕Look Challenge🌸🙏Prashant Sharma #shorts #ytshorts #funnyshorts #kalipuja #kali,Prashant's Show,3332899,9100,0,535,0.273,6229.72,https://www.youtube.com/watch?v=klDRTZAZG10,592
cVV_xzT0Rp8,"Young Sheldon Cast: Then And Now 2025 | Real Name, Age & Life Partners",Celeb Culture,1418689,8700,299,145,0.6343,9784.06,https://www.youtube.com/watch?v=cVV_xzT0Rp8,1166
7T0JWRqXTPc,LiDiRo reagiert auf Shorts #475 #lidiro #shorts,LiDiRo Reagiert,18314,587,17,97,3.298,188.8,https://www.youtube.com/watch?v=7T0JWRqXTPc,567
DnpS4ZvlmZs,LiDiRo reagiert auf Shorts #486 #lidiro #shorts,LiDiRo Reagiert,141981,2400,102,84,1.7622,1690.25,https://www.youtube.com/watch?v=DnpS4ZvlmZs,653
aqIFJycYAJs,Shanu vs aali kon jetay ga 🤔 #trending #funny #youtubeshorts #shorts #vlog,Abdullah Tariq Khan,1021705,3000,25,420,0.2961,2432.63,https://www.youtube.com/watch?v=aqIFJycYAJs,0
y7vrtbNrWSY,One day of Marriage Vs one Year of marriage 😅🤩 || #allariaarathi #aftermarriage,Allari Aarathi,573102,4000,215,109,0.7355,5257.82,https://www.youtube.com/watch?v=y7vrtbNrWSY,2200
MyRr0YXhvY0,Most Memorable Day with our kids😍 | Orey fun dha😜 #shorts #funny #love | With Love Nagaraj Sangeetha,With Love Nagaraj Sangeetha,2400288,4000,0,873,0.1666,2749.47,https://www.youtube.com/watch?v=MyRr0YXhvY0,454
jGkj5Wq31AY,LOS MEJORES SHORTS DE LA SEMANA 2,Dannika,11003622,80000,1193,360,0.7379,30565.62,https://www.youtube.com/watch?v=jGkj5Wq31AY,74
RYjGIePJgiQ,Exams School VS College 😂🤣 || Allari Aarathi Videos || Comedy Contents #trending #exams,Allari Aarathi,817342,4400,220,25,0.5652,32693.68,https://www.youtube.com/watch?v=RYjGIePJgiQ,2182
DNqDFOHwdWM,Try Not to Laugh! Eddie Mora & Mark Adams NEWEST Shorts 2026! P1,Comedy United,645877,3300,181,74,0.539,8728.07,https://www.youtube.com/watch?v=DNqDFOHwdWM,3550
Efbh1WyHZnc,"Viral shorts of Ifraz when he was just one and half year old🥰😍,how cute  mashallah 😍 #youtubeshorts",CamView With IFRAZ,3990677,13000,83,831,0.3278,4802.26,https://www.youtube.com/watch?v=Efbh1WyHZnc,37
yfuj4KvLsg4,Bolalikda nimalar bo’lgan😂🥰❤️ #shorts #zeboraximova,BONAMUR OFFICIAL ,7672664,11000,203,728,0.146,10539.37,https://www.youtube.com/watch?v=yfuj4KvLsg4,0
o7GJzPhvOO0,Try Not to Laugh! Mark Adams Teacher vs Marrk Shorts in 2025,Comedy United,3336930,16000,1103,170,0.5125,19629.0,https://www.youtube.com/watch?v=o7GJzPhvOO0,1105
Z2QqtkasThs,The WEIRDEST PENS in the world🫣 #unboxing #funny #beauty #haul #shorts,Candy Superstar,141287002,1100000,2781,352,0.7805,401383.53,https://www.youtube.com/shorts/Z2QqtkasThs,0
OzK3PNF0WqU,EP3 | GIANT superheroes 😱 💥 | Remix2 Avengers vs DC - All Marvel Characters #avengers #shorts,Brawl Spider Rank,21347502,13000,134,291,0.0615,73359.11,https://www.youtube.com/watch?v=OzK3PNF0WqU,703
Zc3ac7EWdbE,"How to Escape  0, 15K and 30K View Jail - On YouTube Shorts",Creatie,406412,45000,9053,220,13.3001,1847.33,https://www.youtube.com/watch?v=Zc3ac7EWdbE,2183
m9qzoT2MjeA,LiDiRo reagiert auf Shorts #465 #lidiro #shorts,LiDiRo Reagiert,37120,817,51,110,2.3384,337.45,https://www.youtube.com/watch?v=m9qzoT2MjeA,624
XXwc4ch2nq8,LiDiRo reagiert auf Shorts #450 #lidiro #shorts,LiDiRo Reagiert,27085,678,35,127,2.6325,213.27,https://www.youtube.com/watch?v=XXwc4ch2nq8,571
_W0xAcWzqDw,LiDiRo reagiert auf Shorts #467 #lidiro #shorts,LiDiRo Reagiert,15761,393,29,107,2.6775,147.3,https://www.youtube.com/watch?v=_W0xAcWzqDw,629
AV_uAuExN1I,Car Garage Adventure with Chris - Learn colors for kids,Vlad and Niki,6989760,19000,0,715,0.2718,9775.89,https://www.youtube.com/watch?v=AV_uAuExN1I,402
DrgWFt7m9sA,நீ காட்டும் பாசத்துக்கு தெய்வங்கள் ஈடு இல்லை🥲😍 #shorts #love,With Love Nagaraj Sangeetha,10839758,33000,0,1299,0.3044,8344.69,https://www.youtube.com/watch?v=DrgWFt7m9sA,57
TtlCTNlD6KQ,🥳501% YouTube Short Viral 📈| short video viral tips and tricks | how to viral short video on youtube,Yt Aman Tech,88567,2700,1566,165,4.8167,536.77,https://www.youtube.com/watch?v=TtlCTNlD6KQ,4859
44kPk_QBfYQ,LiDiRo reagiert auf Shorts #437 #lidiro #shorts,LiDiRo Reagiert,23928,570,40,141,2.5493,169.7,https://www.youtube.com/watch?v=44kPk_QBfYQ,573
ojqfHOPFtjA,I Tried YouTube Shorts For 30 Days | 10 Million Views in 30 days 😎 | ( Shocking Result 😍 ),Prince GrowYT,139021,4000,2208,169,4.4655,822.61,https://www.youtube.com/watch?v=ojqfHOPFtjA,2125
uNiZuwiCm9c,LiDiRo reagiert auf Shorts #509 #lidiro #shorts,LiDiRo Reagiert,18131,487,38,61,2.8956,297.23,https://www.youtube.com/watch?v=uNiZuwiCm9c,683
xNLnFzUMJp8,Hamari pehli car shanu ka birthday gift 🎁 #trending #vlog #shorts #youtubeshorts,Abdullah Tariq Khan,5051087,18000,367,455,0.3636,11101.29,https://www.youtube.com/watch?v=xNLnFzUMJp8,0
rKXI_w476WI,YouTube Short 9 सेकेंड में Viral🔥| How To Viral Short Video On YouTube | Short Viral Tips and Tricks,Yt Aman Tech,1933376,50000,14893,346,3.3565,5587.79,https://www.youtube.com/watch?v=rKXI_w476WI,4682
d4kGbi7N7JA,LiDiRo reagiert auf Shorts #500 #lidiro #shorts,LiDiRo Reagiert,35083,867,42,70,2.591,501.19,https://www.youtube.com/watch?v=d4kGbi7N7JA,716
MnUKprnjsac,kajal की दिवाली || golu kajal soni new shorts comedy films | viral comedy flims  #kajalsoni,Dhiranjan Raj 2.0,691887,0,62,154,0.009,4492.77,https://www.youtube.com/watch?v=MnUKprnjsac,2044
YtUH7IY1cak,LOS MEJORES SHORTS DE LA SEMANA 11,Dannika,5272329,23000,765,234,0.4507,22531.32,https://www.youtube.com/watch?v=YtUH7IY1cak,269
cigzwlK3u2g,Cómo Crear YouTube Shorts Virales con IA GRATIS e Ilimitado,Imperator,204505,10000,607,226,5.1867,904.89,https://www.youtube.com/watch?v=cigzwlK3u2g,1824
q-7TKF6V1To,8 Spider-Man Team vs TREASURE SERBIAN Lady Game on Abandoned Beach !! ( Scary Mystery Action POV ),FLife TV,17406466,60000,419,297,0.3471,58607.63,https://www.youtube.com/watch?v=q-7TKF6V1To,366
1lwcDeiySzQ,ПРОЛИСТАЛ ДЕСЯТЬ ТЫСЯЧ Shorts! МЕНЯ ЗАБЛОКИРОВАЛ ЮТУБ(НЕ ШУТКА) ШОРТС ЧЕЛЛЕНДЖ!,ГЛЕНТ,3962607,56000,6156,402,1.5686,9857.23,https://www.youtube.com/watch?v=1lwcDeiySzQ,461
7wYb5Zv2K4M,"Doctor Tan is taking Pinki away, Please helppp 😱🆘| Incredibox Sprunki In Real Life",RUNKI REAL LIFE,5230229,9400,108,323,0.1818,16192.66,https://www.youtube.com/watch?v=7wYb5Zv2K4M,573
tRArnar97q8,जल्दी पकड़ो Viral Trend 🔥 ऐसा Shorts डलते ही Viral होगा ✅  Youtube Growth Secrets 2025 🚀 Tech Aakash,Tech Aakash Help,577005,14000,1729,164,2.726,3518.32,https://www.youtube.com/watch?v=tRArnar97q8,1985
rvPiCpyW17M,Whale Valley | A Short Film by Guðmundur Arnar Guðmundsson,MAGNETFILM,210148,2300,0,3118,1.0945,67.4,https://www.youtube.com/watch?v=rvPiCpyW17M,520
ycyryfTLDdY,Top New Funniest Comedy Video 😂 Most Watch Viral Funny Video 2022 Episode 84 By my family,MY FAMILY,724866455,1700000,13879,1447,0.2364,500944.34,https://www.youtube.com/watch?v=ycyryfTLDdY,1488
es2iQ7Hc8Uo,World’s FUNNIEST YouTube Shorts!,MoreAliA,1668886,8900,263,127,0.549,13140.83,https://www.youtube.com/watch?v=es2iQ7Hc8Uo,1262
zqzR4fh0vD0,25 Sad Songs for Youtube Shorts / Tiktok / Reels,Froggy,267925,2800,72,873,1.0719,306.9,https://www.youtube.com/watch?v=zqzR4fh0vD0&list=RDzqzR4fh0vD0&start_radio=1,2181
MNR1AsWw3mg,Kumpulan video shorts kocak dan gokil @Ryncesryana part 83.,Ryncesryana,6555318,9900,73,553,0.1521,11854.1,https://www.youtube.com/watch?v=MNR1AsWw3mg,0
phd6U9OYqJw,Which LABUBU are YOU Challenge!!🫢☁️🌈👑⁉️ #Shorts,Rhia Official,72043453,276000,3507,236,0.388,305268.87,https://www.youtube.com/shorts/phd6U9OYqJw,535
sb6X_npnTi8,SIMPLE Act Of Kindness That Will Make You Cry😭 #humanity #prankvideo #video #mrbeast #trends #shorts,Mrbike Global ,1431284,35000,5133,190,2.804,7533.07,https://www.youtube.com/watch?v=sb6X_npnTi8,1631
pYiFYRMtLL4,Suprit Banaa Shaitan Part-2 || Suraj actor short film / #shortfilm #surajactor #shaitan,Edits Tv,1575632,4600,60,14,0.2958,112545.14,https://www.youtube.com/watch?v=pYiFYRMtLL4,539
9ob69_zi_84,Kumpulan video shorts kocak dan gokil @Ryncesryana part 103.,Ryncesryana,2034648,1400,15,192,0.0695,10597.12,https://www.youtube.com/watch?v=9ob69_zi_84,0
EQ73E0UlPDo,isi kulkas dengan permen lunak viral - tiktok Susanto Gouw #shorts,Susanto Gouw,4044150,7900,123,1233,0.1984,3279.93,https://www.youtube.com/watch?v=EQ73E0UlPDo,0
zrhf0gFVbpQ,Mening onam 😂  Liil Khuramov top vinelar to'plami 🔥#liilkhuramov #shorts #vines,101 FAKT,19218556,67000,3026,906,0.3644,21212.53,https://www.youtube.com/watch?v=zrhf0gFVbpQ,212
fO0RgZ0C1Jo,"Smart appliances, new gadgets, versatileutensils, toolitems #funny #shorts",Tamim Bhai Here,3536,0,0,1,0.0,3536.0,https://www.youtube.com/watch?v=fO0RgZ0C1Jo,74
2huKjxG---g,kumpulan video shorts kocak dan gokil @Ryncesryana part 76.,Ryncesryana,11002399,11000,108,638,0.101,17245.14,https://www.youtube.com/watch?v=2huKjxG---g,0
BOX5N9Z5gEM,0 views problem on youtube shorts 😭 shorts par views kaise badhaye || shorts viral trick,Technical talk with me,1475650,27000,3725,1009,2.0821,1462.49,https://www.youtube.com/watch?v=BOX5N9Z5gEM,1829
QmexVFsMwgc,Stanley’s on 💯 #shorts,Grey’s World,236304113,2400000,18259,755,1.0234,312985.58,https://www.youtube.com/shorts/QmexVFsMwgc,0
9FDVvWR91ww,Sister love 💕 #shorts,Sierra & Rhia FAM,2138155337,22000000,0,877,1.0289,2438033.45,https://www.youtube.com/shorts/9FDVvWR91ww,0
jup5dxcWNUM,BEST slime video on YouTube! #shorts,THE DLA FAM ,3913060,25000,1021,166,0.665,23572.65,https://www.youtube.com/shorts/jup5dxcWNUM,0
47NM_WcNPtM,She Wears WRONG Slippers! 🤣 #funny #shorts,Boop Roblox,243828452,932000,764,199,0.3825,1225268.6,https://www.youtube.com/shorts/47NM_WcNPtM,659
GJxIUtIlRGs,“just checking it was me“ - Salish | #crush #salishmatter #youtubeshorts #shorts #viralvideo #ship,nalishxwonder,5786058,116000,1216,218,2.0258,26541.55,https://www.youtube.com/shorts/GJxIUtIlRGs,0
NX1dk_JHHaA,JUICY DROP GUMMY STIX #shorts #candy #asmr,Kim&Liz Too,33791641,345000,1155,1139,1.0244,29667.81,https://www.youtube.com/shorts/NX1dk_JHHaA,42
JypQdducDh0,ASMR PRINCESS SELF CARE PT. 1 💓🎀 #selfcare #princess #asmr #shorts,Katie’s Nails ,12845998,291000,2579,240,2.2854,53524.99,https://www.youtube.com/shorts/JypQdducDh0,119
A0frtMt_hp8,Ultimate Hair Care Routine for a Clean and Refreshed Look #hair #how #beautiful #shorts #amazing,Derrick Byron,103865235,1000000,8768,443,0.9712,234458.77,https://www.youtube.com/shorts/A0frtMt_hp8,777
Z3zwT7P4kdM,wash my hair clips with me ##cleaninghacks #cleaning #hairstyle #asmrsounds #viral #shorts,The Hayeks,110704493,1600000,26110,272,1.4689,407001.81,https://www.youtube.com/shorts/Z3zwT7P4kdM,0
Eb0430sPrJI,Does the Stingray shuffle ACTUALLY work?! 😳 #shorts,Parker Seidel,94440221,1100000,2499,149,1.1674,633826.99,https://www.youtube.com/shorts/Eb0430sPrJI,0
ZTUOzG6QSRo,When You Can Never Find The Nerf Darts 🤣 #shorts #relatable,depeet,608493,13000,61,3,2.1465,202831.0,https://www.youtube.com/shorts/ZTUOzG6QSRo,0
VCygVS6vDHc,Fake vs Real Tsunami 🌊#shorts #ytshorts  #short,Greed_Ghost,42194316,811000,6795,234,1.9382,180317.59,https://www.youtube.com/shorts/VCygVS6vDHc,47
